name	x	y
almond	268.7081984351208	645.0503824282416
blueberry	397.1799409352473	605.2931744558673
leek	224.60832369103593	221.88731438205517
wood	165.83904288720026	435.84758327624127
caviar	-2.8469746772814304	365.84452718245814
corn_flake	453.5178143074715	283.28819091336896
fish	113.85933990607198	273.90157904093104
mandarin	371.17562564582926	541.8930496442533
black_sesame_seed	96.55402311481615	242.03765990925967
bacon	547.8818330073357	-41.82867350088178
lemongrass	251.78331520979688	340.6441956060367
apricot	190.1205471743601	591.5574183865607
olive	381.2744521039988	107.63174870535376
herring	151.72051393035778	259.9823615732583
rutabaga	246.051984112443	287.669617009149
pear_brandy	215.61091404951358	520.5926138857278
parsnip	277.6115704260832	261.2897813308058
black_pepper	357.2198124245852	-52.47124764807181
kiwi	322.2145256811038	505.21468874719045
turnip	265.4625066704179	296.8348276998726
blue_cheese	88.69356149775402	452.7373568858593
saffron	227.7395876316201	337.435357635714
pelargonium	363.12097550073133	681.1859877109272
sunflower_oil	439.74808823552473	363.60343537449313
truffle	142.08683861270148	312.0801539314974
cassava	153.15421773816695	360.09468019664536
green_bell_pepper	400.91574323073104	97.45501839666761
mango	376.06651635357144	433.8727995319445
cane_molasses	498.4056644565703	292.4855910835417
tomato_juice	333.25311492090833	110.13045364433455
smoke	204.15126497640802	179.2519912337029
licorice	287.71961493288586	493.60281334116615
bell_pepper	442.94082494272976	53.1853532935171
gin	328.57645710434025	484.88220521827276
butter	733.1414800747954	670.6744125537789
parmesan_cheese	325.6607256575974	-34.77734173839288
sesame_seed	74.27879352181371	274.36781917272765
salmon	48.2991668522872	365.8228120033915
tarragon	60.59359104990058	324.09834381291506
macaroni	380.34667915010664	0.902673661719275
hop	398.67501331273627	288.56910619844814
matsutake	-11.671830678976377	274.011232116737
sage	300.76496276923314	180.13787624523664
thyme	269.28743855667204	119.48972236790563
sweet_potato	373.6442977021207	256.0410325517751
currant	254.758086291952	525.3819664447474
cacao	239.35605338375973	566.3362665322742
carrot	218.38723776535969	168.00904116798858
cured_pork	276.63388991436335	99.9427895861193
sheep_cheese	165.20433531901867	558.9781735798505
anise_seed	310.5947542076615	451.7645286829599
porcini	196.5428646618687	222.0524005133083
pork_sausage	347.6543728530081	97.53677506918736
hazelnut	97.46139736115794	525.9513778612898
haddock	162.91354207642402	122.4975051430198
star_anise	218.49600496388464	396.1712321941355
scallop	127.8496272506277	299.56984064422113
grape_brandy	142.49887543300972	575.6439680110634
date	253.64392563898016	588.2133150679232
rum	392.90976875896433	584.2215427902689
bitter_orange	268.4971527637039	530.2536005663949
macadamia_nut	382.97264435358727	459.25207815404724
berry	323.775259864443	632.2444742262143
cucumber	118.49676797249795	210.1551083308995
zucchini	497.6358223740715	34.19098657853688
whole_grain_wheat_flour	527.881245097666	419.199715812075
brown_rice	398.1897904117047	232.91527053246747
lettuce	187.37541687531768	300.01006133794965
marjoram	281.584676534319	150.8268568193787
lima_bean	369.46718157401546	202.06568438905362
bartlett_pear	159.32331281688226	470.59400695928593
litchi	321.63452060678077	251.05071451791653
horseradish	181.99471070322036	224.2014799894527
peanut_oil	212.63989896137653	257.3656819006793
sassafras	78.44555604164663	615.8459035791349
ginger	161.51957053114097	276.4002034735587
bean	494.871033436602	112.50381193188447
seed	339.16535348027094	293.75598012613835
cumin	407.43097672374444	219.7316034322052
lentil	313.41509742835467	275.4876830706072
banana	471.53968194346896	563.8019282871205
passion_fruit	286.53691300144817	478.9618333795939
cilantro	308.78162492053036	285.5639684064462
barley	194.50668970159876	273.3271734917872
cod	151.04382251145003	303.3889523492874
salmon_roe	70.82620382894929	360.8116855818192
cocoa	537.1269763705375	609.5825468277487
nut	259.94261249952314	448.8836833199834
sour_milk	264.1487096464749	602.689585554215
mate	118.71125872660706	547.8826042200676
cashew	338.61651224098864	398.06621261483065
pear	77.68324957322668	386.74437113307044
ham	200.98263573179847	68.70640508228749
catfish	405.1623023596032	161.3807642847134
pimenta	301.84324317070013	147.983467284048
yogurt	410.3564009435409	446.1430321068414
condiment	340.9573452536974	260.7791860999009
root	228.97121215952185	362.82035796976356
nira	60.50790893174955	294.902027863537
beef_liver	60.837796936921706	126.92436467906003
shiitake	57.07407729067525	227.71750208020072
leaf	197.47199237104672	358.6955551746084
basil	341.8959697218413	50.388119318955574
parsley	205.71095135534884	46.84813915885702
sour_cherry	221.94762595494998	467.4835215161265
tabasco_pepper	251.0808084399565	103.38640421902414
pimento	354.259165011026	212.54725801844228
mussel	127.29397973296714	264.05191147046025
black_currant	244.0086556964977	649.8097305376533
camembert_cheese	255.49321872758551	324.7705277626538
bourbon_whiskey	218.6936865844644	625.0141438947624
black_bean	352.30613727385787	174.8477765561814
oregano	385.56262358065203	54.075557945609134
cheddar_cheese	445.9461199547577	-56.86890152236827
goat_cheese	125.14691541095799	431.08895687062505
shallot	166.59017477255838	293.84324176630406
orange	317.0042630326466	597.8790812387165
swiss_cheese	231.00337634577318	48.93527775520397
fruit	255.49197064311102	555.1666091104084
rye_bread	255.17921476052913	226.1598867845863
black_raspberry	240.7635099531087	625.3970970709062
balm	200.84060261835717	344.0133722264959
pumpkin	81.526149328302	330.3607863363061
eel	-28.52107490208714	307.2288640916406
concord_grape	360.9332391961764	520.9675001486341
coffee	327.20533639266796	693.8807134875273
carnation	22.40707322599265	463.18047629644184
pecan	429.83637041941387	623.9773764358648
artemisia	-38.344807580486005	205.21016413218467
juniper_berry	241.75984475926194	344.76820177810794
lavender	279.0041804897547	309.56869923216817
cream	733.664944216074	641.9546995988399
palm	288.4395469473169	393.60947122268027
roasted_almond	86.26653441668739	512.8198021529874
lime_peel_oil	242.3520576385716	430.2410311757598
asparagus	26.387119382288958	387.62104404529975
carob	352.50320777215006	398.16558172157914
cardamom	311.2139494866039	428.5078209416114
veal	198.42867852679194	291.3951470796546
jamaican_rum	401.9689271106063	471.25085339494564
turmeric	403.6149664313865	323.2602569027203
mushroom	248.52568204685878	75.03795295514671
chicken_broth	207.4677818833196	89.10686834181635
cayenne	217.5204481782576	148.20668850385155
smoked_fish	291.9879793147084	320.60539566173213
sake	5.626825855789686	251.09006883652785
prawn	348.6316812419609	307.92787272766685
dill	179.98797862442186	333.32540701720535
mandarin_peel	287.57877075803157	367.07279366964815
romano_cheese	262.8294215704517	73.51528748459725
orange_flower	271.2861796072469	567.4529164047403
frankfurter	169.58518051014687	239.20975071611974
corn	436.1636729596353	81.8740374639924
brussels_sprout	303.7836226029714	304.16474701036725
chinese_cabbage	28.260555878114157	238.9665698763377
red_algae	-5.636609165206533	153.96503173296074
galanga	283.6074541096516	341.15583734043014
scallion	61.62591850457558	181.04924837198467
cabernet_sauvignon_wine	260.6186575851284	387.12485483897586
caraway	276.10656979104164	322.6742644700373
cream_cheese	550.7365137255464	773.5045307720354
onion	367.6594374990111	33.67122383364797
endive	116.60260917711297	320.1409523451518
celery_oil	345.0250461443022	130.98689171189454
port_wine	182.11334869490946	508.2343840863556
raw_beef	-26.70735085724789	250.3154658155204
shrimp	108.36077230801655	245.47364973751965
walnut	474.57273393205094	542.8401777496243
peach	391.20715392010175	633.0215614436546
beef_broth	123.64712330959274	223.35685217036507
lamb	319.9620880245238	305.4083985817435
maple_syrup	372.6855465847268	414.6390519500499
soybean_oil	448.3261987978185	301.8465485461683
crab	123.46654609303178	171.77819476980616
starch	50.27470540663113	100.93316378162807
tamarind	298.6578138113749	133.0876897611548
thai_pepper	238.05282528380928	277.9122346734833
citrus	182.51687252634616	490.3993926585708
