Time_neighbor_two_step_matrixShortRephrasedQn,Time_neighbor_count_matrixShortRephrasedQn
7.0,5.833333333333333
6.0,5.166666666666667
8.666666666666666,6.333333333333333
5.833333333333333,6.5
4.0,3.8333333333333335
6.0,7.166666666666667
7.0,7.0
7.666666666666667,6.166666666666667
5.166666666666667,3.8333333333333335
3.5,4.0
