Time_neighbor_two_step_matrixShortRephrasedQn,,,,, :: Time_neighbor_count_matrixShortRephrasedQn,,,,,
Q1,Q2,Q3,Q4,Q5,Q6 :: Q1,Q2,Q3,Q4,Q5,Q6
10,7,7,5,6,7 :: 3,10,8,7,4,3
5,7,6,4,4,10 :: 5,10,6,5,2,3
10,10,10,10,6,6 :: 6,10,8,6,4,4
6,7,5,7,5,5 :: 4,9,9,6,4,7
7,3,4,3,3,4 :: 3,6,6,4,2,2
10,0,5,10,5,6 :: 10,8,9,7,4,5
8,9,8,6,6,5 :: 4,10,10,6,5,7
8,10,10,7,5,6 :: 6,8,8,6,5,4
7,8,5,4,3,4 :: 4,4,5,4,3,3
4,4,6,3,2,2 :: 7,0,9,4,2,2
