name	x	y
"The Gulag Archipelago: 1918-1956, An Experiment(-)in Literary Investigation III - IV"	3164	1693.9
Gulag: A(-)History	3637.1	1790
In the First Circle:(-)A Novel 	3250.8	1789.8
"Sir Gawain and the Green(-)Knight, Pearl, Sir Orfeo"	1715.2	1078
King Richard(-)II 	1554	707.23
King Henry(-)V 	1497	797.25
Henry V 	1504.4	751.25
The Enchantress of Florence:(-)A Novel	3409.4	1252.2
Shalimar the Clown:(-)A Novel	3278.1	1283.9
Shame: A(-)Novel	3192.5	1293.2
Infidel	3803.4	1436.2
The Ground Beneath Her(-)Feet: A Novel	3302.6	1166.6
The 5000 Year Leap: A Miracle(-)That Changed the World	2830.2	1976.6
Atlas Shrugged	2744.5	1932.6
The Real George(-)Washington 	2497.7	2060.2
"Common Sense, The Rights of Man and Other(-)Essential Writings of Thomas Paine "	2342.6	2131.3
Power to(-)the People	3367.8	2092.6
"If Democrats Had Any(-)Brains, They'd Be Republicans"	3153.4	2142.3
Surrender Is Not an Option: Defending(-)America at the United Nations	3016.8	2062.4
The Forgotten Man: A New History(-)of the Great Depression	2998.4	1966.3
Guilty: Liberal Victims and(-)Their Assault on America	3006.9	2106.5
"Liberal Fascism: The Secret History of the American(-)Left, From Mussolini to the Politics of Meaning"	2852	2150.5
Grace: A(-)Novel	3852.5	1794.2
Do the Right Thing: Inside the Movement That's(-)Bringing Common Sense Back to America	3352.7	2137.3
Trading Twelves: The Selected Letters of(-)Ralph Ellison and Albert Murray	4134	720.84
Living with Music: Ralph(-)Ellison's Jazz Writings 	3752.8	813.72
Shadow and(-)Act	3798.3	571.82
Going to(-)the Territory	3804	527.79
Spark Notes The Adventures(-)of Huckleberry Finn	2877	809.17
Spark Notes The(-)Scarlet Letter	2998.9	817.42
The Short Stories of F. Scott(-)Fitzgerald: A New Collection	3039	911.67
Islands in the Stream(-): A Novel	2745	836.6
"Euripides I: Alcestis, The Medea,(-)The Heracleidae, Hippolytus "	747.43	1342.3
"Greek Tragedies,(-)Volume 1"	1220.2	1252.4
"Euripides V: Electra, The Phoenician(-)Women, The Bacchae "	557.95	1410.7
"Aeschylus II: The Suppliant Maidens and The Persians,(-)Seven against Thebes and Prometheus Bound "	594.25	1454.7
"Sophocles II: Ajax, The Women of(-)Trachis, Electra & Philoctetes "	533.94	1347.4
The Last Days of(-)Socrates 	1329.4	1527.2
The Art(-)Of War	1618	1964.1
The Art(-)of War	1780.6	1995.7
Utopia 	1256.4	1316.5
The Aeneid_(-)	1256.2	1114.8
The Divine Comedy:(-)Purgatorio 	1220.1	1164.3
Never Let(-)Me Go	3307.2	1377.7
Howards End(-)	2967.7	1557.2
The History of Love:(-)A Novel	3480.5	1426.7
Saturday	3531.9	1596.4
The English(-)Patient	3468.6	1542.1
Little Dorrit(-)	1693.7	570.73
Our Mutual(-)Friend 	1518.4	478
Middlemarch 	1744	390.37
The Pickwick(-)Papers 	1511.4	433.96
Dombey and(-)Son 	1449.6	514.31
Frostbite 	2228.8	288.64
Shadow Kiss(-)	2096.6	244.99
The Division of Labor(-)in Society	1726.1	2175.2
From Max Weber: Essays(-)in Sociology	1836.3	2222.4
Basic Political(-)Writings	1674.9	1864.8
Second Treatise(-)of Government	1664.5	1908.9
Discipline & Punish: The(-)Birth of the Prison	1623.3	2230.9
"The Solzhenitsyn Reader: New(-)and Essential Writings, 1947-2005"	3024.2	1797.3
We Never Make Mistakes:(-)Two Short Novels	3211.7	1869.8
"The Gulag Archipelago, 1918-1956: An Experiment(-)in Literary Investigation, Parts V-VII"	3422.2	1698.8
The Gulag Archipelago(-)1918-1956 I-II	3260.6	1646.8
Man Is Wolf to(-)Man: Surviving the Gulag	3474.8	1854.3
Stalin: The Court of(-)the Red Tsar	3664.8	2135.4
Khrushchev: The Man and(-)His Era	3767.6	2091.3
August 1914	3102.6	1743
White Guard	2774.8	1813.5
The Twelve(-)Chairs 	3517.5	1899.1
Journey into the(-)Whirlwind 	3430.2	1903.7
The Song of(-)Roland 	1413.2	1106.6
Beowulf: A(-)New Telling	1489.6	1076.8
As You Like(-)It 	1435.2	1017.4
Cymbeline 	1456.9	929.32
The Merry Wives of(-)Windsor 	1497.7	885.31
Haroun and the Sea(-)of Stories	3162.5	1337.2
The Caged Virgin: An Emancipation Proclamation(-)for Women and Islam	4144.3	1612.3
While Europe Slept: How Radical Islam(-)is Destroying the West from Within	4260.7	1568.3
The Fountainhead	3164.6	1974.4
The Real Benjamin(-)Franklin 	2663.8	2027
The Real Thomas(-)Jefferson 	2557.4	2016.1
The Federalist(-)Papers 	2531.2	2220.2
"The Constitution of the United States of America, with the Bill of Rights and(-)all of the Amendments; The Declaration of Independence; and the Articles of Confederation"	2690.1	2104.2
"Fleeced: How Barack Obama, Media Mockery of Terrorist Threats, Liberals Who Want to Kill Talk Radio, the Do-Nothing Congress, Companies(-)That Help Iran, and Washington Lobbyists for Foreign Governments Are Scamming Us ... and What to Do About It"	3057.4	2361.2
Godless: The Church(-)of Liberalism	2699.4	2245
A Slobbering Love Affair:(-)The True 	3102.2	2186.3
A Bold Fresh Piece(-)of Humanity	3298.7	2184.8
Economic Facts(-)and Fallacies	2360.6	2319.6
"Lenin, Stalin, and Hitler: The Age(-)of Social Catastrophe "	2745.3	2194.5
The Doors of Perception and(-)Heaven and Hell 	2752.2	590.52
The Perennial(-)Philosophy 	2484.1	778.12
The Invisible(-)Man 	2096.3	1056.6
The Picture of Dorian(-)Gray - Oscar Wilde	2141.5	1100.7
Bacchae and Other Plays: Iphigenia among the Taurians;(-)Bacchae; Iphigenia at Aulis; Rhesus 	1431.5	1273
Lysistrata and Other(-)Plays 	1356.5	1350.5
Copenhagen	1140.5	904.97
Narrative of the Life(-)of Frederick Douglass 	2298	1011.6
The Landmark Herodotus:(-)The Histories	2038.8	1648.4
Gilgamesh: A New Rendering(-)in English Verse	1176.3	1404.5
Plutarch: Lives of Noble(-)Grecians and Romans 	1597.6	1631.9
The Conquest of(-)Gaul 	1016.2	1690.7
Makers of Rome: Nine(-)Lives 	620.31	1577.5
The Penguin Historical Atlas(-)of Ancient Rome 	402.34	1530.7
The Jugurthine War / The(-)Conspiracy of Catiline 	711.01	1669
The Divine Comedy: Inferno;(-)Purgatorio; Paradiso 	1545.2	1386.6
The Dore(-)Bible Illustrations	751.39	1283.5
"Dante's Divine Comedy: Hell,(-)Purgatory, Paradise"	881.04	1273.6
The Cambridge Companion to(-)Dante 	1478	1484
Purgatory 	1210	1481.8
Inferno 	1157.3	1625.9
The Consolation of Philosophy:(-)Revised Edition 	1332.9	1440
Pseudo Dionysius: The Complete(-)Works 	563.6	1500.1
Don Quixote	2044.8	1536.3
The Decameron(-)	1925.3	1468.4
Montaigne: Essays	1922.1	1513.1
Five Dialogues	1234.8	1766.1
City of(-)God 	1272.8	1716
Rome and Italy: Books VI-X of the History(-)of Rome from its Foundation 	357.64	1713.5
The Civil(-)Wars 	322.64	1669.4
The Essential(-)Aeneid	564.56	1248.8
Oresteia	1377.1	1636
Ten Plays(-)by Euripides	600.36	1303.4
Confessions 	1273.5	1620.4
The Dhammapada(-)	2046	1855.9
The Koran(-)	2170.7	1865.3
The Analects(-)	1926.9	1819.6
Tao Te(-)Ching 	2000.2	1811.9
The Yoga Sutras of Patanjali: Commentary on the(-)Raja Yoga Sutras by Sri Swami Satchidananda	2176	1811.9
Hesiod's Theogony(-)	1204.4	1070.8
"Greek Tragedies,(-)Volume 3"	1117.9	1121
Greek Gods and(-)Heroes 	1369.7	797.26
The Last(-)Olympian 	1441.5	753.22
The Library of Greek(-)Mythology 	1622.5	893
Bulfinch's Greek and Roman Mythology: The(-)Age of Fable 	1701.7	704.16
Iliad and Odyssey(-)boxed set	1358.8	1150.6
D'Aulaires' Book of(-)Norse Myths	1398.6	441.58
"Classic Myths to Read Aloud: The Great Stories of Greek and Roman(-)Mythology, Specially Arranged for Children Five and Up by an Educational Expert"	1185.2	665.42
Black Ships Before Troy: The(-)Story of 'The Iliad'	1159.6	509.69
The Gods and Goddesses(-)of Olympus 	1230.9	553.72
Greek Myths for Young(-)Children 	976.5	621.34
Discovering Voice: Voice Lessons for(-)Middle and High School	4288.9	592.11
How Fiction(-)Works	3998.3	916.33
5 Steps to a 5 on the AP:(-)Writing the AP English Essay 	3913.6	428.85
Grammar for High School: A(-)Sentence-Composing Approach---A Student Worktext	4142.9	532.57
Sentence Composing for High School: A(-)Worktext on Sentence Variety and Maturity	4058.1	483.87
The Art of Fiction: Notes on(-)Craft for Young Writers	4662.8	680.78
Bird by Bird: Some Instructions(-)on Writing and Life	4726.1	636.74
On Writing	4616.6	574.15
The Republic Of Plato:(-)Second Edition	1448.1	1796.5
The Social(-)Contract 	1748.1	1864.4
Civilization and(-)Its Discontents	1796.2	2131.2
Grounding for the Metaphysics of Morals: With on a(-)Supposed Right to Lie Because of Philanthropic Concerns	1226.5	1928.6
Kant: Groundwork of the(-)Metaphysics of Morals 	1173.6	1973.5
Capitalism and Freedom: Fortieth(-)Anniversary Edition	2468.2	1928.1
"The General Theory of(-)Employment, Interest and Money"	2139.8	2041.4
Free to Choose: A(-)Personal Statement	2521.5	1972.1
Theban Plays	1730.7	1768.1
The Bhagavad-Gita : Krishna's Counsel in(-)Time of War 	2128.9	1909.4
An Enquiry Concerning(-)Human Understanding	840.53	1923.3
Dialogues Concerning Natural Religion: The Posthumous Essays of(-)the Immortality of the Soul and of Suicide	928.68	1876.6
New Introductory Lectures on(-)Psycho-Analysis: 	1545	2186.8
"Myths from Mesopotamia: Creation, the Flood,(-)Gilgamesh, and Others "	983.69	2014.7
"Euripides III: Hecuba, Andromache, The(-)Trojan Women, Ion "	299.47	1346.9
"Euripides II: The Cyclops and Heracles,(-)Iphigenia in Tauris, Helen "	96.5	1361.1
"Greek Tragedies, Volume 2(-)The Libation Bearers "	992.13	1167.2
"Euripides IV: Rhesus, The Suppliant Women,(-)Orestes, Iphigenia in Aulis "	353.77	1391.4
Ulysses Annotated: Notes for James Joyce's(-)Ulysses [Revised and Expanded Edition]	2107.4	1604.4
The New Bloomsday Book:(-)A Guide Through Ulysses	2147.7	1542
Gender Trouble: Feminism and the(-)Subversion of Identity 	1999	2131.8
"Black Skin,(-)White Masks"	1909.9	2087.7
"The History of Sexuality,(-)Vol. 1: An Introduction"	2162.9	2085.8
The Beauty Myth: How Images of(-)Beauty Are Used Against Women	1752.3	2276.8
Backlash: The Undeclared War(-)Against American Women	2106.2	2230
Full Frontal Feminism: A Young Woman's(-)Guide to Why Feminism Matters	2045.7	2295.5
A Reader's Guide to(-)Finnegans Wake 	1977.5	1424.4
Amsterdam: A(-)Novel	3727.5	1703.9
Enduring Love:(-)A Novel	3863.9	1705
The Innocent:(-)A Novel	3807.8	1614.5
In the Skin of(-)a Lion	3589.1	1701.8
The Old Curiosity(-)Shop 	1498.5	565.91
Martin Chuzzlewit(-)	1506.8	389.89
Barnaby Rudge(-)	1423.4	385.54
The Mill on the(-)Floss 	1800.9	346.33
Daniel Deronda(-)	1842.2	302.21
The Woman in(-)White 	1921.5	307.27
Vanity Fair(-)	1873.9	355.82
Leviathan: With Selected Variants from the(-)Latin Edition of 1668	1349.7	2016.6
On Liberty	1202.3	2085.6
Madness and Civilization: A History of(-)Insanity in the Age of Reason	1664.3	2456
"Power/Knowledge: Selected Interviews and(-)Other Writings, 1972-1977"	1647.3	2326.8
"Imagined Communities: Reflections on the Origin(-)and Spread of Nationalism, New Edition"	1451.1	2408.3
The Order of Things: An Archaeology(-)of the Human Sciences	1400.4	2317.9
Orientalism	1721.4	2411.9
Home and(-)Exile	3010.2	1345.5
God's Bits of(-)Wood 	3038.9	1149.9
Half of a(-)Yellow Sun	3107.5	1168.5
A Tree Grows in(-)Brooklyn 	2290.5	1060.6
The Soul and Barbed Wire:(-)An Introduction to Solzhenitsyn	3278.7	1913.9
Solzhenitsyn: A Soul(-)in Exile	3142.2	1930.4
"The Gulag Archipelago 1918-1956,(-)Parts I - II"	3596.8	1746
Kolyma Tales(-)	3865.9	1838.5
The Harvest of Sorrow: Soviet(-)Collectivization and the Terror-Famine	3655	1897.9
Execution by Hunger: The(-)Hidden Holocaust	3825.7	1882.5
Potemkin: Catherine the Great's(-)Imperial Partner	3715.2	2284.3
The Whisperers: Private Life(-)in Stalin's Russia	3590.2	2240.2
Stalin and His Hangmen: The Tyrant(-)and Those Who Killed for Him	3705.3	2328.4
Sashenka: A(-)Novel	3609.6	2196.2
Khrushchev's Cold War: The Inside Story(-)of an American Adversary	3926.9	2214.1
American Prometheus: The Triumph and Tragedy(-)of J. Robert Oppenheimer	4003.2	2124.5
Truman	3776.9	2237.5
"One Hell of a Gamble: Khrushchev, Castro, and Kennedy, 1958-1964:(-)The Secret History of the Cuban Missile Crisis"	3891	2169.9
The Fatal(-)Eggs 	2741.4	1888.5
Red Cavalry	2971.5	1845.7
A Dead Man's Memoir:(-)A Theatrical Novel 	2833	1871.8
Ilf and Petrov's American Road Trip: The(-)1935 Travelogue of Two Soviet Writers	3953.1	1927.4
The Life and Extraordinary Adventures of(-)Private Ivan Chonkin 	3719.1	2039.6
Twelve Chairs	3883.8	1987.4
Envy 	3796.6	1995.5
Within the(-)Whirlwind	3806.3	1951.5
Survival In(-)Auschwitz	3730.8	1973.6
"The Soviet Experiment: Russia, The USSR,(-)and the Successor States"	3584.5	1943.5
The History of the(-)Kings of Britain 	1406.9	1061.4
Ecclesiastical History of the(-)English People 	1078.8	1037.2
Rule of Saint Benedict(-)in English	1153.5	993.01
The Once and(-)Future King	1418.5	973.4
Idylls of the(-)King 	1525.8	934.66
The Virtue of(-)Selfishness 	3511.8	2134.8
We the(-)Living	3580.8	2109.4
Anthem	3543.3	2178.8
Capitalism: The(-)Unknown Ideal	3458.6	2182.2
The Anti-Federalist Papers and the(-)Constitutional Convention Debates 	2487.3	2268.3
The Obama Nation: Leftist Politics and(-)the Cult of Personality	3008.9	2300.8
Real Change: From the World That(-)Fails to the World That Works	3418	2272.8
The Case Against Barack Obama: The Unlikely Rise(-)and Unexamined Agenda of the Media's Favorite Candidate	3264.9	2317
Culture Warrior	3373.5	2228.8
Basic Economics 3rd Ed: A Common(-)Sense Guide to the Economy	2496.8	2326
"Climate Confusion: How Global Warming Hysteria Leads to Bad Science,(-)Pandering Politicians and Misguided Policies that Hurt the Poor"	2137.6	2345.6
Ever Wonder Why? And(-)Other Controversial Essays	2661.3	2316.2
American Progressivism:(-)A Reader	2842.6	2241.4
The Psychedelic Experience: A Manual Based on the(-)Tibetan Book of the Dead 	2713.5	364.35
DMT: The Spirit Molecule: A Doctor's Revolutionary Research(-)into the Biology of Near-Death and Mystical Experiences	2805.9	309.22
Your Brain(-)Is God	2988.9	309.85
Huxley and(-)God: Essays	2318.7	711.38
Moksha: Aldous Huxley's Classic Writings on(-)Psychedelics and the Visionary Experience	2336.2	662.91
Electra and Other(-)Plays 	880.74	1223.4
Eichmann in Jerusalem: A Report on(-)the Banality of Evil 	858.51	884.1
The Making of the(-)Atomic Bomb	892.34	970.5
Michael Frayn's Copenhagen in Debate: Historical Essays and Documents on(-)the 1941 Meeting Between Niels Bohr and Werner Heisenberg	1133.9	840.08
Arcadia: A(-)Play	975.45	928.12
Family	1117.3	794.37
The Autobiography of Benjamin(-)Franklin 	2276.7	808
Incidents in the Life of(-)a Slave Girl 	2204.5	853.01
The Landmark(-)Thucydides	1837.4	1679.1
Travels with(-)Herodotus 	1916.5	1722.9
"A History of Histories: Epics, Chronicles, and Inquiries from(-)Herodotus and Thucydides to the Twentieth Century "	2092.9	1767.9
The Landmark Thucydides: A Comprehensive Guide(-)to the Peloponnesian War	1458.9	1708.5
Gulliver's Travels(-)	1304.7	1664.5
Selected Works(-)	448.68	1810.2
The Campaigns of(-)Alexander 	387.61	1762.4
The 48 Laws(-)of Power	1506.4	2054.6
Sun Tzu: The Art of War(-)for Managers; 50 Strategic Rules	1749.9	2087.2
The Book of(-)Five Rings	1593.2	2052.4
The Art(-)of Seduction	1520.6	2098.6
On War	1535.1	2142.7
Dore's Illustrations for Paradise(-)Lost 	484.03	1292.9
Dore's Illustrations of the(-)Crusades 	492.04	1116.6
Dore's Angels(-)	460.75	1248.7
The Dore Gallery: His(-)120 Greatest Illustrations 	435.57	1160.6
"Dore's Dragons, Demons and(-)Monsters "	553.88	1204.6
Milton's Paradise(-)Lost	660.76	1160.6
Vita Nuova(-)	956.04	1446.3
The Greek Myths:(-)Complete Edition	1191.1	948.98
The Battle of the(-)Labyrinth 	1433.2	641.76
The Demigod(-)Files 	1207.3	755.86
Percy Jackson and the Olympians(-)Paperback Boxed Set 	1364.7	597.76
The Titan's(-)Curse 	1235.3	709.46
This Country(-)of Ours	1652.4	614.93
Poor Richard	1610.8	659.3
D'Aulaires' Book of(-)Trolls 	1331.6	347.35
The Children of Odin: The(-)Book of Northern Myths	1204.5	348.95
D'Aulaires' Book of(-)Animals 	1332.5	303.32
Leif the(-)Lucky	1418.7	286.64
"Classics to Read Aloud to Your Children: Selections from Shakespeare, Twain, Dickens,(-)O.Henry, London, Longfellow, Irving Aesop, Homer, Cervantes, Hawthorne, and More"	830.63	533.3
Aesop's Fables: A Classic(-)Illustrated Edition	933.98	577.31
Archimedes and the Door(-)of Science 	1159	437.36
The Children's Homer: The Adventures of(-)Odysseus and the Tale of Troy	968.76	488.77
The Golden(-)Goblet 	1043.4	441.39
In Search of a Homeland: The(-)Story of the Aeneid	1157.5	393.25
The Odyssey_(-)	1308.2	412.27
DK Readers: Trojan(-)Horse 	1287.2	458.06
Aesop's Fables(-)	774.06	488.28
Stories from Around the(-)World 	562.16	579.9
Grammar for Middle School: A(-)Sentence-Composing Approach--A Student Worktext	4123.6	436.74
Sentence Composing for Middle School: A(-)Worktext on Sentence Variety and Maturity	4277.9	488.26
"Mechanically Inclined: Building Grammar, Usage, and(-)Style into Writer's Workshop"	4451.6	548.06
Nothing to Be(-)Frightened Of	4151.7	878.07
Home: A(-)Novel	4153.5	832.16
"5 Steps to a 5: AP(-)English Literature, Second Edition "	3833.3	370.84
CliffsAP English Language and(-)Composition 	3599.3	280.89
AP English Literature &(-)Composition 	3724.6	326.06
Sentence Composing for College: A Worktext(-)on Sentence Variety and Maturity	4278	378.86
On Becoming(-)a Novelist	4607.9	631.04
Aspects of(-)the Novel	4512.5	768.87
Writing Down the Bones:(-)Freeing the Writer Within	4713.7	546.77
Traveling Mercies: Some Thoughts(-)on Faith	4826.3	684.1
Grace 	4682.5	591.5
"On Writing Well, 30th Anniversary Edition:(-)The Classic Guide to Writing Nonfiction"	4495.3	504.02
Plot &(-)Structure: 	4444.8	423.17
The Elements of(-)Style 	4341.2	334.85
The First Five Pages: A Writer's Guide to(-)Staying Out of the Rejection Pile	4597.5	421.22
"Four Texts on Socrates: Plato's Euthyphro,(-)Apology, and Crito and Aristophanes' Clouds"	968.74	1970.4
The Ego and the(-)Id 	1289.6	2220.8
The Future of(-)an Illusion	1548.5	2275.8
Beyond the Pleasure(-)Principle 	1389.7	2267.8
On the Genealogy of(-)Morals and Ecce Homo	1541.8	2008.2
The Elements of(-)Moral Philosophy	968.12	2058.7
Aristotle: Nicomachean(-)Ethics 	803.22	2017
"Discourse on Method and Meditations on(-)First Philosophy, 4th Ed."	1206	1884.5
Utilitarianism	786.95	1832.3
The Road to Serfdom: Text and(-)Documents--The Definitive Edition 	2416	2016.1
Why Government Is the(-)Problem 	2379.8	2061.2
"Capitalism, Socialism,(-)and Democracy"	2167.4	2131.3
The Return of Depression Economics and(-)the Crisis of 2008	1970.7	2176
Economics in One Lesson: The Shortest and(-)Surest Way to Understand Basic Economics	2246.3	2175.3
"Four Plays: Medea, Hippolytus,(-)Heracles, Bacchae "	1870.2	1863.6
An Introduction to(-)Hinduism 	1865.8	1999.1
What the Buddha Taught: Revised and Expanded Edition(-)with Texts from Suttas and Dhammapada	1912.2	2043.2
The World's Religions: Our(-)Great Wisdom Traditions	2015.9	1997.4
Descartes: Meditations on First Philosophy: With Selections(-)from the Objections and Replies 	702.68	1970.9
"Prolegomena to Any Future Metaphysics That Will Be Able to Come Forward As Science(-)With Kant's Letter to Marcus Herz, February 27, 1772: The Paul Carus Translation"	524.43	2017.2
"Memories, Dreams,(-)Reflections"	1310.5	2362.3
The Interpretation(-)of Dreams	1626.5	2392.4
Faces in a Cloud:(-)Intersubjectivity in Personality Theory	1237.1	2267.1
Fantasies of(-)Flight	1270.1	2317.3
Sumerian Mythology: A Study of Spiritual and Literary(-)Achievement in the Third Millennium B.C. 	1117.7	2162
"Gods, Demons and Symbols of Ancient(-)Mesopotamia: An Illustrated Dictionary"	879.52	2146.7
Ancient Iraq: Third(-)Edition 	887.03	2102.7
Stories from(-)Ancient Canaan	728.45	2061.4
Ironies of Faith: The Laughter at(-)the Heart of Christian Literature	865.21	1689.8
Anselm of Canterbury: The(-)Major Works 	849.79	1470.6
Gregory of Nyssa: The(-)Life of Moses 	118.05	1520.4
"Origen: An Exortation to Martyrdom,(-)Prayer, and Selected Works"	152.02	1655.5
Maximus Confessor: Selected(-)Writings 	134.78	1565.5
Bernard of Clairvaux: Selected(-)Works 	110.27	1610.2
Augustine of Hippo: A(-)Biography 	956.42	1794.9
The Roman History: The(-)Reign of Augustus 	151.58	1724.4
Four Plays by Aristophanes: The Birds;(-)The Clouds; The Frogs; Lysistrata 	876.46	1079.2
The Homeric(-)Hymns	861.23	1123.2
The Body Project: An Intimate(-)History of American Girls	1839.1	2458.9
Can't Buy My Love: How Advertising Changes(-)the Way We Think and Feel	1704.9	2503.6
The End of America: Letter of(-)Warning to a Young Patriot	1956.4	2502.9
Female Chauvinist Pigs: Women and the(-)Rise of Raunch Culture	1855.2	2370.8
Writing Fiction: A Guide(-)to Narrative Craft	4587.3	724.83
Howl and Other(-)Poems 	3392.5	282.89
On the(-)Road 	2912	544.12
The Electric Kool-Aid(-)Acid Test	3012.5	414.65
Leaves of Grass: The(-)Original 1855 Edition 	3278.7	267.72
Junky: The Definitive Text(-)of Junk 	3336.9	370.92
Fear and Loathing in Las Vegas: A Savage(-)Journey to the Heart of the American Dream	3302.9	414.96
Naked Lunch: The(-)Restored Text	3116.8	391.66
Hell's Angels: A Strange(-)and Terrible Saga 	3310.3	326.9
Self-Reliance and Other(-)Essays 	3237.1	150.46
"Walden; Or, Life in(-)the Woods "	3352.6	146.14
Civil Disobedience and Other(-)Essays 	3403.6	191.77
101 Great American(-)Poems 	3269.5	199.94
The Essential Writings of(-)Ralph Waldo Emerson 	3485.9	235.79
Queer: A(-)Novel	3473.2	283.03
Feminism Is for Everybody:(-)Passionate Politics	1893.9	2414.9
Getting Off: Pornography and(-)the End of Masculinity	2238.3	2536.7
"Pornified: How Pornography Is Damaging Our(-)Lives, Our Relationships, and Our Families"	1931.7	2549.7
"The Elements of Style,(-)Fourth Edition"	4663.9	465.26
